date,tournament,opponent,scored,conceded,is_home,neutral,city,country
1975-10-26,UEFA Euro qualification,Italy,0,0,True,False,Warsaw,Poland
1976-03-24,Friendly,Argentina,1,2,True,False,Chorzów,Poland
1976-04-24,Friendly,France,0,2,False,False,Lens,France
1976-05-06,Friendly,Greece,0,1,False,False,Athens,Greece
1976-05-11,Friendly,Switzerland,1,2,False,False,Basel,Switzerland
1976-05-26,Friendly,Republic of Ireland,0,2,True,False,Poznań,Poland
1976-10-16,FIFA World Cup qualification,Portugal,2,0,False,False,Porto,Portugal
1976-10-31,FIFA World Cup qualification,Cyprus,5,0,True,False,Warsaw,Poland
1977-04-13,Friendly,Hungary,1,2,False,False,Budapest,Hungary
1977-04-24,Friendly,Republic of Ireland,0,0,False,False,Dublin,Republic of Ireland
1977-05-01,FIFA World Cup qualification,Denmark,2,1,False,False,Copenhagen,Denmark
1977-05-15,FIFA World Cup qualification,Cyprus,3,1,False,False,Limassol,Cyprus
1977-05-29,Friendly,Argentina,1,3,False,False,Buenos Aires,Argentina
1977-06-10,Friendly,Peru,3,1,False,False,Lima,Peru
1977-06-12,Friendly,Bolivia,2,1,False,False,La Paz,Bolivia
1977-06-19,Friendly,Brazil,1,3,False,False,São Paulo,Brazil
1977-08-24,Friendly,Austria,1,2,False,False,Vienna,Austria
1977-09-07,Friendly,Russia,1,4,False,False,Volgograd,Soviet Union
1977-09-21,FIFA World Cup qualification,Denmark,4,1,True,False,Chorzów,Poland
1977-10-29,FIFA World Cup qualification,Portugal,1,1,True,False,Chorzów,Poland
1977-11-12,Friendly,Sweden,2,1,True,False,Wrocław,Poland
1978-03-22,Friendly,Luxembourg,3,1,False,False,Luxembourg,Luxembourg
1978-04-05,Friendly,Greece,5,2,True,False,Poznań,Poland
1978-04-12,Friendly,Republic of Ireland,3,0,True,False,Łódź,Poland
1978-04-26,Friendly,Bulgaria,1,0,True,False,Warsaw,Poland
1978-06-01,FIFA World Cup,Germany,0,0,False,True,Buenos Aires,Argentina
1978-06-06,FIFA World Cup,Tunisia,1,0,False,True,Rosario,Argentina
1978-06-10,FIFA World Cup,Mexico,3,1,False,True,Rosario,Argentina
1978-06-14,FIFA World Cup,Argentina,0,2,False,False,Rosario,Argentina
1978-06-18,FIFA World Cup,Peru,1,0,False,True,Mendoza,Argentina
1978-06-21,FIFA World Cup,Brazil,1,3,False,True,Mendoza,Argentina
1978-08-30,Friendly,Finland,1,0,False,False,Helsinki,Finland
1978-09-06,UEFA Euro qualification,Iceland,2,0,False,False,Reykjavík,Iceland
1978-10-11,Friendly,Romania,0,1,False,False,Bucharest,Romania
1978-11-15,UEFA Euro qualification,Switzerland,2,0,True,False,Wrocław,Poland
1979-02-16,Friendly,Libya,0,1,False,False,Tripoli,Libya
1979-02-18,Friendly,Tunisia,2,0,False,False,Tunis,Tunisia
1979-04-04,Friendly,Hungary,1,1,True,False,Chorzów,Poland
1979-04-18,UEFA Euro qualification,German DR,1,2,False,False,Leipzig,German DR
1979-05-02,UEFA Euro qualification,Netherlands,2,0,True,False,Chorzów,Poland
1979-08-19,Friendly,Libya,5,0,True,False,Słupsk,Poland
1979-08-29,Friendly,Romania,3,0,True,False,Warsaw,Poland
1979-09-12,UEFA Euro qualification,Switzerland,2,0,False,False,Lausanne,Switzerland
1979-09-26,UEFA Euro qualification,German DR,1,1,True,False,Chorzów,Poland
1979-10-10,UEFA Euro qualification,Iceland,2,0,True,False,Cracow,Poland
1979-10-17,UEFA Euro qualification,Netherlands,1,1,False,False,Amsterdam,Netherlands
1980-02-17,Friendly,Morocco,0,1,False,False,Marrakech,Morocco
1980-02-27,Friendly,Iraq,1,1,False,False,Baghdad,Iraq
1980-02-29,Friendly,Iraq,0,1,False,False,Baghdad,Iraq
1980-03-26,Friendly,Hungary,1,2,False,False,Budapest,Hungary
1980-04-02,Friendly,Belgium,1,2,False,False,Brussels,Belgium
1980-04-19,Friendly,Italy,2,2,False,False,Turin,Italy
1980-04-26,Friendly,Yugoslavia,1,2,False,False,Borovo,Yugoslavia
1980-05-13,Friendly,Germany,1,3,False,False,Frankfurt am Main,Germany
1980-05-28,Friendly,Scotland,1,0,True,False,Poznań,Poland
1980-06-22,Friendly,Iraq,3,0,True,False,Warsaw,Poland
1980-06-29,Friendly,Brazil,1,1,False,False,São Paulo,Brazil
1980-07-02,Friendly,Bolivia,1,0,False,False,Santa Cruz,Bolivia
1980-07-09,Friendly,Colombia,4,1,False,False,Bogotá,Colombia
1980-09-24,Friendly,Czechoslovakia,1,1,True,False,Chorzów,Poland
1980-10-12,Friendly,Argentina,1,2,False,False,Buenos Aires,Argentina
1980-11-12,Friendly,Spain,2,1,False,False,Barcelona,Spain
1980-11-19,Friendly,Algeria,5,1,True,False,Cracow,Poland
1980-12-07,FIFA World Cup qualification,Malta,2,0,False,False,Gżira,Malta
1981-01-25,Friendly,Japan,2,0,False,False,Tokyo,Japan
1981-01-27,Friendly,Japan,4,2,False,False,Naruto,Japan
1981-01-30,Friendly,Japan,4,1,False,False,Nagoya,Japan
1981-02-01,Friendly,Japan,3,0,False,False,Tokyo,Japan
1981-03-25,Friendly,Romania,0,2,False,False,Bucharest,Romania
1981-05-02,FIFA World Cup qualification,German DR,1,0,True,False,Chorzów,Poland
1981-05-23,Friendly,Republic of Ireland,3,0,True,False,Bydgoszcz,Poland
1981-09-02,Friendly,Germany,0,2,True,False,Chorzów,Poland
1981-09-23,Friendly,Portugal,0,2,False,False,Lisbon,Portugal
1981-10-10,FIFA World Cup qualification,German DR,3,2,False,False,Leipzig,German DR
1981-10-28,Friendly,Argentina,2,1,False,False,Buenos Aires,Argentina
1981-11-15,FIFA World Cup qualification,Malta,6,0,True,False,Wrocław,Poland
1981-11-18,Friendly,Spain,2,3,True,False,Łódź,Poland
1982-06-14,FIFA World Cup,Italy,0,0,False,True,Vigo,Spain
1982-06-19,FIFA World Cup,Cameroon,0,0,False,True,La Coruña,Spain
1982-06-22,FIFA World Cup,Peru,5,1,False,True,La Coruña,Spain
1982-06-28,FIFA World Cup,Belgium,3,0,False,True,Barcelona,Spain
1982-07-04,FIFA World Cup,Russia,0,0,False,True,Barcelona,Spain
1982-07-08,FIFA World Cup,Italy,0,2,False,True,Barcelona,Spain
1982-07-10,FIFA World Cup,France,3,2,False,True,Alicante,Spain
1982-08-31,Friendly,France,4,0,False,False,Paris,France
1982-09-08,UEFA Euro qualification,Finland,3,2,False,False,Kuopio,Finland
1982-10-10,UEFA Euro qualification,Portugal,1,2,False,False,Lisbon,Portugal
1983-03-23,Friendly,Bulgaria,3,1,True,False,Łódź,Poland
1983-04-17,UEFA Euro qualification,Finland,1,1,True,False,Warsaw,Poland
1983-05-22,UEFA Euro qualification,Russia,1,1,True,False,Chorzów,Poland
1983-09-07,Friendly,Romania,2,2,True,False,Cracow,Poland
1983-10-09,UEFA Euro qualification,Russia,0,2,False,False,Moscow,Soviet Union
1983-10-28,UEFA Euro qualification,Portugal,0,1,True,False,Wrocław,Poland
1984-01-11,Nehru Cup,India,2,1,False,False,Calcutta,India
1984-01-15,Nehru Cup,China PR,1,0,False,True,Calcutta,India
1984-01-17,Nehru Cup,Argentina,1,1,False,True,Calcutta,India
1984-01-27,Nehru Cup,China PR,1,0,False,True,Calcutta,India
1984-03-27,Friendly,Switzerland,1,1,False,False,Zürich,Switzerland
1984-04-17,Friendly,Belgium,0,1,True,False,Warsaw,Poland
1984-05-23,Friendly,Republic of Ireland,0,0,False,False,Dublin,Republic of Ireland
1984-08-29,Friendly,Norway,1,1,False,False,Drammen,Norway
1984-09-12,Friendly,Finland,2,0,False,False,Helsinki,Finland
1984-09-26,Friendly,Turkey,2,0,True,False,Słupsk,Poland
1984-10-17,FIFA World Cup qualification,Greece,3,1,True,False,Zabrze,Poland
1984-10-31,FIFA World Cup qualification,Albania,2,2,True,False,Mielec,Poland
1984-12-08,Friendly,Italy,0,2,False,False,Pescara,Italy
1985-02-05,Friendly,Mexico,0,5,False,False,Querétaro,Mexico
1985-02-06,Friendly,Bulgaria,2,2,False,True,Querétaro,Mexico
1985-02-10,Friendly,Colombia,2,1,False,False,Bogotá,Colombia
1985-02-14,Friendly,Colombia,0,1,False,False,Cali,Colombia
1985-03-27,Friendly,Romania,0,0,False,False,Sibiu,Romania
1985-04-17,Friendly,Finland,2,1,True,False,Opole,Poland
1985-05-01,FIFA World Cup qualification,Belgium,0,2,False,False,Brussels,Belgium
1985-05-19,FIFA World Cup qualification,Greece,4,1,False,False,Athens,Greece
1985-05-30,FIFA World Cup qualification,Albania,1,0,False,False,Tirana,Albania
1985-08-21,Friendly,Sweden,0,1,False,False,Malmö,Sweden
1985-09-04,Friendly,Czechoslovakia,1,3,False,False,Brno,Czechoslovakia
1985-09-11,FIFA World Cup qualification,Belgium,0,0,True,False,Chorzów,Poland
1985-11-16,Friendly,Italy,1,0,True,False,Chorzów,Poland
1985-12-08,Friendly,Tunisia,0,1,False,False,Tunis,Tunisia
1985-12-11,Friendly,Turkey,1,1,False,False,Adana,Turkey
1986-02-16,Friendly,Uruguay,2,2,False,False,Montevideo,Uruguay
1986-03-26,Friendly,Spain,0,3,False,False,Cádiz,Spain
1986-05-16,Friendly,Denmark,0,1,False,False,Copenhagen,Denmark
1986-06-02,FIFA World Cup,Morocco,0,0,False,True,Monterrey,Mexico
1986-06-07,FIFA World Cup,Portugal,1,0,False,True,Monterrey,Mexico
1986-06-11,FIFA World Cup,England,0,3,False,True,Monterrey,Mexico
1986-06-16,FIFA World Cup,Brazil,0,4,False,True,Guadalajara,Mexico
1986-10-07,Friendly,North Korea,2,2,True,False,Bydgoszcz,Poland
1986-10-15,UEFA Euro qualification,Greece,2,1,True,False,Poznań,Poland
1986-11-12,Friendly,Republic of Ireland,1,0,True,False,Warsaw,Poland
1986-11-19,UEFA Euro qualification,Netherlands,0,0,False,False,Amsterdam,Netherlands
1987-03-18,Friendly,Finland,3,1,True,False,Rybnik,Poland
1987-03-24,Friendly,Norway,4,1,True,False,Wrocław,Poland
1987-04-12,UEFA Euro qualification,Cyprus,0,0,True,False,Gdańsk,Poland
1987-04-29,UEFA Euro qualification,Greece,0,1,False,False,Athens,Greece
1987-05-17,UEFA Euro qualification,Hungary,3,5,False,False,Budapest,Hungary
1987-08-19,Friendly,German DR,2,0,True,False,Lubin,Poland
1987-09-02,Friendly,Romania,3,1,True,False,Bydgoszcz,Poland
1987-09-23,UEFA Euro qualification,Hungary,3,2,True,False,Warsaw,Poland
1987-10-14,UEFA Euro qualification,Netherlands,0,2,True,False,Zabrze,Poland
1987-10-27,Friendly,Czechoslovakia,1,3,False,False,Bratislava,Czechoslovakia
1987-11-11,UEFA Euro qualification,Cyprus,1,0,False,False,Limassol,Cyprus
1988-02-06,Friendly,Romania,2,2,False,True,Haifa,Israel
1988-02-10,Friendly,Israel,3,1,False,False,Ramat-Gan,Israel
1988-03-23,Friendly,Northern Ireland,1,1,False,False,Belfast,Northern Ireland
1988-05-22,Friendly,Republic of Ireland,1,3,False,False,Dublin,Republic of Ireland
1988-06-01,Friendly,Russia,1,2,False,False,Moscow,Soviet Union
1988-07-15,Friendly,Canada,2,1,False,False,Toronto,Canada
1988-08-24,Friendly,Bulgaria,3,2,True,False,Białystok,Poland
1988-09-21,Friendly,German DR,2,1,False,False,Cottbus,German DR
1988-10-19,FIFA World Cup qualification,Albania,1,0,True,False,Chorzów,Poland
1989-02-12,Friendly,Guatemala,1,0,False,False,Guatemala,Guatemala
1989-02-14,Friendly,Mexico,1,3,False,False,Puebla,Mexico
1989-04-12,Friendly,Romania,2,1,True,False,Warsaw,Poland
1989-05-02,Friendly,Norway,3,0,False,False,Oslo,Norway
1989-05-07,FIFA World Cup qualification,Sweden,1,2,False,False,Solna,Sweden
1989-06-03,FIFA World Cup qualification,England,0,3,False,False,London,England
1989-08-23,Friendly,Russia,1,1,True,False,Lubin,Poland
1989-09-05,Friendly,Greece,3,0,True,False,Warsaw,Poland
1989-09-20,Friendly,Spain,0,1,False,False,La Coruña,Spain
1989-10-11,FIFA World Cup qualification,England,0,0,True,False,Chorzów,Poland
1989-10-25,FIFA World Cup qualification,Sweden,0,2,True,False,Chorzów,Poland
1989-11-15,FIFA World Cup qualification,Albania,2,1,False,False,Tirana,Albania
1990-02-02,Friendly,Iran,2,0,False,False,Teheran,Iran
1990-02-04,Friendly,Iran,1,0,False,False,Teheran,Iran
1990-02-11,Friendly,Kuwait,1,1,False,True,Cairo,Egypt
1990-03-28,Friendly,Yugoslavia,0,0,True,False,Łódź,Poland
1990-05-04,Friendly,Colombia,1,2,False,True,Chicago,United States
1990-05-06,Friendly,Costa Rica,2,0,False,True,Chicago,United States
1990-05-09,Friendly,United States,1,3,False,False,Hershey,United States
1990-05-19,Friendly,Scotland,1,1,False,False,Glasgow,Scotland
1990-05-21,Friendly,United Arab Emirates,4,0,False,True,Marseille,France
1990-06-06,Friendly,Belgium,1,1,False,False,Brussels,Belgium
1990-08-15,Friendly,France,0,0,False,False,Paris,France
1990-09-26,Friendly,Romania,1,2,False,False,Bucharest,Romania
1990-10-10,Friendly,United States,2,3,True,False,Warsaw,Poland
1990-10-17,UEFA Euro qualification,England,0,2,False,False,London,England
1990-11-14,UEFA Euro qualification,Turkey,1,0,False,False,Istanbul,Turkey
1990-12-19,Friendly,Greece,2,1,False,False,Vólos,Greece
1991-02-05,Friendly,Northern Ireland,1,3,False,False,Belfast,Northern Ireland
1991-03-13,Friendly,Finland,1,1,True,False,Warsaw,Poland
1991-03-27,Friendly,Czechoslovakia,0,4,False,False,Olomouc,Czechoslovakia
1991-04-17,UEFA Euro qualification,Turkey,3,0,True,False,Warsaw,Poland
1991-05-01,UEFA Euro qualification,Republic of Ireland,0,0,False,False,Dublin,Republic of Ireland
1991-05-29,Friendly,Wales,0,0,True,False,Radom,Poland
1991-08-14,Friendly,France,1,5,True,False,Poznań,Poland
1991-08-21,Friendly,Sweden,2,0,True,False,Gdynia,Poland
1991-09-11,Friendly,Netherlands,1,1,False,False,Eindhoven,Netherlands
1991-10-16,UEFA Euro qualification,Republic of Ireland,3,3,True,False,Poznań,Poland
1991-11-13,UEFA Euro qualification,England,1,1,True,False,Poznań,Poland
1991-12-03,Friendly,Egypt,0,4,False,False,Cairo,Egypt
1991-12-05,Friendly,Egypt,0,0,False,False,Cairo,Egypt
1991-12-09,Friendly,Kuwait,2,0,False,False,Kuwait City,Kuwait
1992-05-07,Friendly,Sweden,0,5,False,False,Solna,Sweden
1992-05-19,Friendly,Austria,4,2,False,False,Salzburg,Austria
1992-05-27,Friendly,Czechoslovakia,1,0,True,False,Jastrzębie-Zdrój,Poland
1992-07-05,Friendly,Guatemala,2,2,False,False,Guatemala,Guatemala
1992-08-26,Friendly,Finland,0,0,False,False,Jakobstad,Finland
1992-09-09,Friendly,Israel,1,1,True,False,Mielec,Poland
1992-09-23,FIFA World Cup qualification,Turkey,1,0,True,False,Poznań,Poland
1992-10-14,FIFA World Cup qualification,Netherlands,2,2,False,False,Rotterdam,Netherlands
1992-11-18,Friendly,Latvia,1,0,True,False,Iława,Poland
1992-11-26,Friendly,Argentina,0,2,False,False,Buenos Aires,Argentina
1992-11-29,Friendly,Uruguay,1,0,False,False,Montevideo,Uruguay
1993-02-01,Friendly,Cyprus,0,0,False,False,Nicosia,Cyprus
1993-02-03,Friendly,Israel,0,0,False,False,Ramat-Gan,Israel
1993-03-17,Friendly,Brazil,2,2,False,False,Ribeirão Preto,Brazil
1993-03-31,Friendly,Lithuania,1,1,True,False,Brzeszcze,Poland
1993-04-13,Friendly,Finland,2,1,True,False,Radom,Poland
1993-04-28,FIFA World Cup qualification,San Marino,1,0,True,False,Łódź,Poland
1993-05-19,FIFA World Cup qualification,San Marino,3,0,False,False,Serravalle,San Marino
1993-05-29,FIFA World Cup qualification,England,1,1,True,False,Chorzów,Poland
1993-09-08,FIFA World Cup qualification,England,0,3,False,False,London,England
1993-09-22,FIFA World Cup qualification,Norway,0,1,False,False,Oslo,Norway
1993-09-29,Friendly,Mexico,0,0,False,True,Oakland,United States
1993-10-13,FIFA World Cup qualification,Norway,0,3,True,False,Poznań,Poland
1993-10-27,FIFA World Cup qualification,Turkey,1,2,False,False,Istanbul,Turkey
1993-11-17,FIFA World Cup qualification,Netherlands,1,3,True,False,Poznań,Poland
1994-02-09,Friendly,Spain,1,1,False,False,Santa Cruz de Tenerife,Spain
1994-03-23,Friendly,Greece,0,0,False,False,Salonica,Greece
1994-04-13,Friendly,Saudi Arabia,1,0,False,True,Cannes,France
1994-05-04,Friendly,Hungary,3,2,True,False,Cracow,Poland
1994-05-17,Friendly,Austria,3,4,True,False,Katowice,Poland
1994-08-17,Friendly,Belarus,1,1,True,False,Radom,Poland
1994-09-04,UEFA Euro qualification,Israel,1,2,False,False,Ramat-Gan,Israel
1994-10-12,UEFA Euro qualification,Azerbaijan,1,0,True,False,Mielec,Poland
1994-11-16,UEFA Euro qualification,France,0,0,True,False,Zabrze,Poland
1994-12-08,Friendly,Saudi Arabia,2,0,False,False,Riyadh,Saudi Arabia
1994-12-10,Friendly,Saudi Arabia,2,1,False,False,Riyadh,Saudi Arabia
1995-03-15,Friendly,Lithuania,4,1,True,False,Ostrowiec Świętokrzyski,Poland
1995-03-29,UEFA Euro qualification,Romania,1,2,False,False,Bucharest,Romania
1995-04-25,UEFA Euro qualification,Israel,4,3,True,False,Zabrze,Poland
1995-08-16,UEFA Euro qualification,France,1,1,False,False,Paris,France
1995-09-06,UEFA Euro qualification,Romania,0,0,True,False,Zabrze,Poland
1995-10-11,UEFA Euro qualification,Slovakia,1,4,False,False,Bratislava,Slovakia
1995-11-15,UEFA Euro qualification,Azerbaijan,0,0,False,True,Trabzon,Turkey
1996-02-19,Lunar New Year Cup,Japan,0,5,False,True,So Kon Po,Hong Kong
1996-02-28,Friendly,Croatia,1,2,False,False,Rijeka,Croatia
1996-03-27,Friendly,Slovenia,0,0,True,False,Łódź,Poland
1996-05-01,Friendly,Belarus,1,1,True,False,Mielec,Poland
1996-06-02,Friendly,Russia,0,2,False,False,Moscow,Russia
1996-08-27,Friendly,Cyprus,2,2,True,False,Bełchatów,Poland
1996-09-04,Friendly,Germany,0,2,True,False,Zabrze,Poland
1996-09-25,Friendly,United Arab Emirates,1,0,True,False,Wodzisław Śląski,Poland
1996-10-09,FIFA World Cup qualification,England,1,2,False,False,London,England
1996-11-10,FIFA World Cup qualification,Moldova,2,1,True,False,Katowice,Poland
1997-02-14,Cyprus International Tournament,Lithuania,0,0,False,True,Agía Nápa,Cyprus
1997-02-15,Cyprus International Tournament,Cyprus,3,2,False,False,Agía Nápa,Cyprus
1997-02-17,Cyprus International Tournament,Latvia,3,2,False,True,Dherynia,Cyprus
1997-02-26,Friendly,Brazil,2,4,False,False,Goiânia,Brazil
1997-03-12,Friendly,Czech Republic,1,2,False,False,Ostrava,Czech Republic
1997-04-02,FIFA World Cup qualification,Italy,0,0,True,False,Chorzów,Poland
1997-04-30,FIFA World Cup qualification,Italy,0,3,False,False,Naples,Italy
1997-05-22,Friendly,Sweden,2,2,False,False,Solna,Sweden
1997-05-31,FIFA World Cup qualification,England,0,2,True,False,Chorzów,Poland
1997-06-14,FIFA World Cup qualification,Georgia,4,1,True,False,Katowice,Poland
1997-09-06,Friendly,Hungary,1,0,True,False,Warsaw,Poland
1997-09-24,Friendly,Lithuania,2,0,True,False,Olsztyn,Poland
1997-10-07,FIFA World Cup qualification,Moldova,3,0,False,False,Chişinău,Moldova
1997-10-11,FIFA World Cup qualification,Georgia,0,3,False,False,Tbilisi,Georgia
1998-02-08,Friendly,Paraguay,0,4,False,False,Asunción,Paraguay
1998-02-25,Friendly,Israel,0,2,False,False,Ramat-Gan,Israel
1998-03-25,Friendly,Slovenia,2,0,True,False,Warsaw,Poland
1998-04-22,Friendly,Croatia,1,4,False,False,Osijek,Croatia
1998-05-27,Friendly,Russia,3,1,True,False,Chorzów,Poland
1998-07-15,Friendly,Ukraine,2,1,False,False,Kyïv,Ukraine
1998-08-18,Friendly,Israel,2,0,True,False,Cracow,Poland
1998-09-06,UEFA Euro qualification,Bulgaria,3,0,False,False,Burgas,Bulgaria
1998-10-10,UEFA Euro qualification,Luxembourg,3,0,True,False,Warsaw,Poland
1998-11-10,Friendly,Slovakia,3,1,False,False,Bratislava,Slovakia
